; CSV, generated by libsigrok4DSL 0.2.0 on Tue Aug 18 11:58:04 2020
; Channels (2/2)
; Sample rate: 100 MHz
; Sample count: 953.707584 M Samples
Time(s), E, D
3,02075953,0,0
3,02075961,0,1
3,02075977,0,0
3,02075994,0,1
3,02076003,0,0
3,02076011,0,1
3,02076027,0,0
3,02076043,0,1
3,02076053,0,0
3,02076061,0,1
3,02076077,0,0
3,02076093,0,1
3,0207611,0,0
3,0207612,0,1
3,02076128,0,0
3,02076136,0,1
3,02076145,0,0
3,02076153,0,1
3,02076161,0,0
3,02076175,0,1
3,02076187,0,0
3,02076194,0,1
3,02076209,0,0
3,02076219,0,1
3,02076228,0,0
3,02076236,0,1
3,02076245,0,0
3,02076253,0,1
3,02076262,0,0
3,02076275,0,1
3,02076288,0,0
3,02076295,0,1
3,02076311,0,0
3,0207632,0,1
3,0207633,0,0
3,02076337,0,1
3,02076347,0,0
3,02076361,0,1
3,02076373,0,0
3,0207638,0,1
3,02076389,0,0
3,02076397,0,1
3,02076412,0,0
3,02076428,0,1
3,02076446,0,0
3,02076455,0,1
3,02076465,0,0
3,02076471,0,1
3,02076482,0,0
3,02076495,0,1
3,02076507,0,0
3,02076517,0,1
3,02076525,0,0
3,02076532,0,1
3,02076543,0,0
3,02076549,0,1
3,02076564,0,0
3,02076639,1,0
3,03458987,1,1
3,03459007,1,0
3,03459022,1,1
3,03459039,1,0
3,03459085,1,1
3,03459119,1,0
3,03459136,1,1
3,03459152,1,0
3,03459169,1,1
3,03459185,1,0
3,034592,1,1
3,03459212,1,0
3,03459218,1,1
3,03459234,1,0
3,0345925,1,1
3,03459267,1,0
3,03459275,1,1
3,03459286,1,0
3,03459292,1,1
3,03459298,0,1
3,03459302,0,0
3,03459315,0,1
3,03459327,0,0
3,03459333,0,1
3,03459343,0,0
3,03459349,0,1
3,03459359,0,0
3,03459366,0,1
3,03459382,0,0
3,03459391,0,1
3,034594,0,0
3,03459413,0,1
3,03459431,0,0
3,03459448,0,1
3,03459464,0,0
3,03459481,0,1
3,03459497,0,0
3,03459515,0,1
3,03459531,0,0
3,03459548,0,1
3,03459558,0,0
3,03459566,0,1
3,03459575,0,0
3,03459583,0,1
3,03459598,0,0
3,03459615,0,1
3,03459625,0,0
3,03459633,0,1
3,03459648,0,0
3,03459665,0,1
3,03459682,0,0
3,03459691,0,1
3,03459699,0,0
3,03459715,0,1
3,03459732,0,0
3,03459749,0,1
3,03459765,0,0
3,03459775,0,1
3,03459783,0,0
3,03459791,0,1
3,03459799,0,0
3,03459807,0,1
3,03459816,0,0
3,03459831,0,1
3,03459841,0,0
3,03459849,0,1
3,03459858,0,0
3,03459866,0,1
3,03459882,0,0
3,03459891,0,1
3,03459899,0,0
3,03459915,0,1
3,03459932,0,0
3,03459949,0,1
3,03459958,0,0
3,03459966,0,1
3,03459982,0,0
3,03459999,0,1
3,03460008,0,0
3,03460016,0,1
3,03460024,0,0
3,03460033,0,1
3,03460048,0,0
3,03460058,0,1
3,03460066,0,0
3,03460074,0,1
3,03460083,0,0
3,03460091,0,1
3,03460099,0,0
3,03460115,0,1
3,03460125,0,0
3,03460132,0,1
3,03460141,0,0
3,03460149,0,1
3,03460158,0,0
3,03460166,0,1
3,03460174,0,0
3,03460183,0,1
3,03460197,0,0
3,03460215,0,1
3,03460231,0,0
3,03460248,0,1
3,03460265,0,0
3,03460281,0,1
3,03460291,0,0
3,03460299,0,1
3,03460308,0,0
3,03460316,0,1
3,03460324,0,0
3,03460332,0,1
3,03460347,0,0
3,03460358,0,1
3,03460366,0,0
3,03460379,0,1
3,03460398,0,0
3,03460407,0,1
3,03460417,0,0
3,03460429,0,1
3,03460448,0,0
3,03460457,0,1
3,03460467,0,0
3,03460475,0,1
3,03460484,0,0
3,03460492,0,1
3,03460501,0,0
3,03460515,0,1
3,03460527,0,0
3,03460535,0,1
3,03460544,0,0
3,03460551,0,1
3,03460567,0,0
3,03460576,0,1
3,03460585,0,0
3,03460592,0,1
3,03460603,0,0
3,03460615,0,1
3,03460634,0,0
3,0346065,0,1
3,03460668,0,0
3,03460677,0,1
3,03460686,0,0
3,03460693,0,1
3,03460704,0,0
3,03460711,0,1
3,0346072,0,0
3,03460728,0,1
3,03460737,0,0
3,03460752,0,1
3,03460763,0,0
3,03460769,0,1
3,03460802,0,0
3,03460813,0,1
3,03460822,0,0
3,03460828,0,1
3,03460837,1,1
3,03460853,1,0
3,03460905,1,1
3,03460986,1,0
3,03461054,1,1
3,03461169,1,0
3,03464396,1,1
3,03464511,1,0
3,03464571,1,1
3,0346462,1,0
3,03464673,1,1
3,03464687,1,0
3,03464719,1,1
3,03464738,1,0
3,03464786,1,1
3,03464807,1,0
3,03464889,1,1
3,03464921,1,0
3,03465001,1,1
3,03465052,1,0
3,0346507,1,1
3,03465088,1,0
3,03465186,1,1
3,03465204,1,0
3,03465254,1,1
3,03465288,1,0
3,03465297,1,1
3,0346532,1,0
3,03465385,1,1
3,03465437,1,0
3,03465511,1,1
3,03465552,1,0
3,0346562,1,1
3,03465669,1,0
3,0346572,1,1
3,03465781,1,0
3,03465879,1,1
3,03465919,1,0
3,03466002,1,1
3,03466022,1,0
3,03466085,1,1
3,03466162,1,0
3,03466237,1,1
3,03466306,1,0
3,03466317,1,1
3,0346634,1,0
3,03466352,1,1
3,03466371,1,0
3,0346642,1,1
3,03466481,1,0
3,03466491,1,1
3,03466504,1,0
3,03466571,1,1
3,03466616,1,0
3,03466675,1,1
3,0346679,1,0
3,03466937,1,1
3,03467053,1,0
3,03467129,1,1
3,03467171,1,0
3,03467253,1,1
3,03467302,1,0
3,03467737,1,1
3,03467775,1,0
3,04061599,1,1
3,04061714,1,0
3,04062349,1,1
3,04062417,1,0
3,04062482,1,1
3,04062527,1,0
3,04062535,1,1
3,04062547,1,0
3,04062609,1,1
3,04062647,1,0
3,04062719,1,1
3,04062782,1,0
3,04062858,1,1
3,0406291,1,0
3,0406298,1,1
3,04063,1,0
3,04063064,1,1
3,04063143,1,0
3,04063218,1,1
3,04063242,1,0
3,04063301,1,1
3,04063351,1,0
3,04063417,1,1
3,04063466,1,0
3,04063499,1,1
3,04063517,1,0
3,04063526,1,1
3,04063536,1,0
3,04063541,1,1
3,04063552,1,0
3,04063557,1,1
3,04063568,1,0
3,04063582,1,1
3,0406359,1,0
3,04063645,1,1
3,04063708,1,0
3,04063781,1,1
3,04063814,1,0
3,04063895,1,1
3,04063931,1,0
3,04063983,1,1
3,04064057,1,0
3,04064069,1,1
3,04064081,1,0
3,04064132,1,1
3,04064181,1,0
3,04064192,1,1
3,040642,1,0
3,04064206,1,1
3,04064217,1,0
3,04064278,1,1
3,04064316,1,0
3,0406438,1,1
3,04064415,1,0
3,0406448,1,1
3,04064517,1,0
3,0406453,1,1
3,04064563,1,0
3,04064584,1,1
3,04064615,1,0
3,04064685,1,1
3,04064764,1,0
3,04064775,1,1
3,04064814,1,0
3,0406488,1,1
3,0406493,1,0
3,04064942,1,1
3,0406495,1,0
3,04064963,1,1
3,04065017,1,0
3,04065024,1,1
3,04065067,1,0
3,04065084,1,1
3,04065101,1,0
3,04065113,1,1
3,04065134,1,0
3,04065166,1,1
3,04065232,1,0
3,04065247,1,1
3,04065266,1,0
3,04065315,1,1
3,04065365,1,0
3,04065432,1,1
3,04065468,1,0
3,04065481,1,1
3,04065492,1,0
3,04065562,1,1
3,04065598,1,0
3,04065681,1,1
3,04065715,1,0
3,04068717,1,1
3,04068733,1,0
3,04068765,1,1
3,04068775,1,0
3,04068781,1,1
3,04068798,1,0
3,04068813,1,1
3,04068825,1,0
3,04068831,1,1
3,04068841,1,0
3,04068847,1,1
3,04068857,1,0
3,04068863,1,1
3,04068879,1,0
3,04068895,1,1
3,04068912,1,0
3,04068921,1,1
3,0406893,1,0
3,04068937,1,1
3,04068947,1,0
3,04068958,0,0
3,0406896,0,1
3,04068977,0,0
3,04068986,0,1
3,04068996,0,0
3,04069003,0,1
3,04069012,0,0
3,04069019,0,1
3,04069029,0,0
3,04069042,0,1
3,04069053,0,0
3,04069061,0,1
3,0406907,0,0
3,04069077,0,1
3,04069092,0,0
3,04069103,0,1
3,04069111,0,0
3,04069119,0,1
3,04069128,0,0
3,04069135,0,1
3,04069144,0,0
3,04069159,0,1
3,04069176,0,0
3,04069186,0,1
3,04069194,0,0
3,04069202,0,1
3,04069211,0,0
3,04069226,0,1
3,04069243,0,0
3,0406926,0,1
3,04069269,0,0
3,04069277,0,1
3,04069293,0,0
3,0406931,0,1
3,04069319,0,0
3,04069327,0,1
3,04069343,0,0
3,0406936,0,1
3,04069369,0,0
3,04069377,0,1
3,04069386,0,0
3,04069394,0,1
3,04069403,0,0
3,04069411,0,1
3,04069426,0,0
3,04069436,0,1
3,04069444,0,0
3,04069452,0,1
3,04069461,0,0
3,04069477,0,1
3,04069486,0,0
3,04069494,0,1
3,0406951,0,0
3,04069527,0,1
3,04069536,0,0
3,04069544,0,1
3,0406956,0,0
3,04069569,0,1
3,04069577,0,0
3,04069586,0,1
3,04069594,0,0
3,04069602,0,1
3,04069611,0,0
3,04069619,0,1
3,04069627,0,0
3,04069643,0,1
3,04069653,0,0
3,04069661,0,1
3,04069669,0,0
3,04069677,0,1
3,04069693,0,0
3,0406971,0,1
3,04069719,0,0
3,04069727,0,1
3,04069743,0,0
3,0406976,0,1
3,04069769,0,0
3,04069777,0,1
3,04069793,0,0
3,0406981,0,1
3,04069826,0,0
3,04069836,0,1
3,04069844,0,0
3,04069852,0,1
3,04069861,0,0
3,04069869,0,1
3,04069877,0,0
3,04069892,0,1
3,04069903,0,0
3,0406991,0,1
3,04069925,0,0
3,04069936,0,1
3,04069945,0,0
3,04069952,0,1
3,04069961,0,0
3,04069969,0,1
3,04069979,0,0
3,04069991,0,1
3,04070004,0,0
3,04070011,0,1
3,04070027,0,0
3,04070036,0,1
3,04070046,0,0
3,04070053,0,1
3,04070063,0,0
3,04070076,0,1
3,04070089,0,0
3,04070097,0,1
3,04070105,0,0
3,04070113,0,1
3,04070128,0,0
3,04070145,0,1
3,04070163,0,0
3,04070172,0,1
3,04070181,0,0
3,04070188,0,1
3,04070199,0,0
3,04070213,0,1
3,04070224,0,0
3,04070266,0,1
3,04070285,0,0
3,04070295,0,1
3,04070315,0,0
3,04070331,1,0
3,05452616,1,1
3,05452649,1,0
3,05452658,1,1
3,05452669,1,0
3,05452748,1,1
3,0545277,1,0
3,05452781,1,1
3,05452799,1,0
3,05452833,1,1
3,05452849,1,0
3,05452857,1,1
3,05452883,1,0
3,05452891,1,1
3,05452899,1,0
3,05452913,1,1
3,0545293,1,0
3,05452939,1,1
3,05452948,1,0
3,05452955,1,1
3,05452965,1,0
3,05452971,1,1
3,05452981,1,0
3,05452988,1,1
3,05452998,1,0
3,05453005,1,1
3,05453014,1,0
3,05453027,0,1
3,05453039,0,0
3,05453047,0,1
3,05453061,0,0
3,05453076,0,1
3,05453088,0,0
3,05453095,0,1
3,05453111,0,0
3,05453126,0,1
3,05453144,0,0
3,05453153,0,1
3,05453162,0,0
3,05453169,0,1
3,05453179,0,0
3,05453186,0,1
3,05453195,0,0
3,05453203,0,1
3,05453212,0,0
3,05453219,0,1
3,05453228,0,0
3,05453236,0,1
3,05453245,0,0
3,05453253,0,1
3,05453261,0,0
3,0545327,0,1
3,05453278,0,0
3,05453293,0,1
3,05453303,0,0
3,05453311,0,1
3,05453327,0,0
3,05453344,0,1
3,05453353,0,0
3,05453361,0,1
3,05453377,0,0
3,05453394,0,1
3,05453411,0,0
3,05453427,0,1
3,05453444,0,0
3,05453453,0,1
3,05453461,0,0
3,0545347,0,1
3,05453478,0,0
3,05453494,0,1
3,05453503,0,0
3,05453511,0,1
3,0545352,0,0
3,05453528,0,1
3,05453537,0,0
3,05453545,0,1
3,0545356,0,0
3,05453577,0,1
3,05453594,0,0
3,05453611,0,1
3,0545362,0,0
3,05453628,0,1
3,05453644,0,0
3,05453653,0,1
3,05453661,0,0
3,0545367,0,1
3,05453678,0,0
3,05453694,0,1
3,05453711,0,0
3,0545372,0,1
3,05453728,0,0
3,05453744,0,1
3,05453761,0,0
3,05453777,0,1
3,05453794,0,0
3,05453811,0,1
3,0545382,0,0
3,05453828,0,1
3,05453837,0,0
3,05453845,0,1
3,05453853,0,0
3,05453861,0,1
3,05453877,0,0
3,05453894,0,1
3,05453903,0,0
3,05453911,0,1
3,05453927,0,0
3,05453944,0,1
3,0545396,0,0
3,05453977,0,1
3,05453987,0,0
3,05453995,0,1
3,05454009,0,0
3,0545402,0,1
3,05454028,0,0
3,05454043,0,1
3,05454059,0,0
3,05454076,0,1
3,05454093,0,0
3,05454103,0,1
3,05454112,0,0
3,05454119,0,1
3,05454129,0,0
3,05454142,0,1
3,05454154,0,0
3,05454162,0,1
3,05454171,0,0
3,05454179,0,1
3,05454194,0,0
3,05454209,0,1
3,05454222,0,0
3,05454229,0,1
3,05454239,0,0
3,05454246,0,1
3,05454261,0,0
3,05454271,0,1
3,05454281,0,0
3,05454294,0,1
3,05454313,0,0
3,05454321,0,1
3,05454331,0,0
3,05454345,0,1
3,05454363,0,0
3,05454379,0,1
3,05454396,0,0
3,05454406,0,1
3,05454415,0,0
3,05454423,0,1
3,05454433,0,0
3,05454446,0,1
3,05454458,0,0
3,05454467,0,1
3,0545448,0,0
3,05454498,0,1
3,05454509,0,0
3,05454515,0,1
3,05454527,0,0
3,0545458,0,1
3,05454581,1,1
3,0545463,1,0
3,05457947,1,1
3,05457969,1,0
3,05458049,1,1
3,0545807,1,0
3,05458082,1,1
3,05458099,1,0
3,05458159,1,1
3,05458199,1,0
3,05458265,1,1
3,05458316,1,0
3,05458369,1,1
3,05458433,1,0
3,05458446,1,1
3,05458479,1,0
3,05458491,1,1
3,05458501,1,0
3,05458513,1,1
3,05458542,1,0
3,05458599,1,1
3,05458619,1,0
3,05458685,1,1
3,05458702,1,0
3,05458709,1,1
3,05458734,1,0
3,05458781,1,1
3,05458816,1,0
3,05458824,1,1
3,05458836,1,0
3,05458897,1,1
3,05458921,1,0
3,0545893,1,1
3,05458949,1,0
3,05458999,1,1
3,05459034,1,0
3,05459041,1,1
3,05459051,1,0
3,05459127,1,1
3,05459198,1,0
3,05459448,1,1
3,05459481,1,0
3,05459492,1,1
3,05459501,1,0
3,05459513,1,1
3,05459527,1,0
3,05459593,1,1
3,05459642,1,0
3,05459685,1,1
3,05459735,1,0
3,05459747,1,1
3,05459767,1,0
3,05459815,1,1
3,05459851,1,0
3,05459924,1,1
3,05459983,1,0
3,05460049,1,1
3,05460083,1,0
3,05460581,1,1
3,05460635,1,0
3,05460647,1,1
3,05460766,1,0
3,05460849,1,1
3,05460886,1,0
3,05461049,1,1
3,05461084,1,0
3,05461098,1,1
3,05461119,1,0
3,05461199,1,1
3,0546122,1,0
3,054613,1,1
3,05461415,1,0
3,06054611,1,1
3,06054647,1,0
3,06055628,1,1
3,06055678,1,0
3,06055687,1,1
3,06055713,1,0
3,06055776,1,1
3,06055843,1,0
3,06055929,1,1
3,06055995,1,0
3,06056182,1,1
3,06056215,1,0
3,06056226,1,1
3,06056246,1,0
3,06056286,1,1
3,06056344,1,0
3,06056354,1,1
3,06056379,1,0
3,06056443,1,1
3,06056465,1,0
3,06056475,1,1
3,06056493,1,0
3,06056543,1,1
3,0605661,1,0
3,0605667,1,1
3,0605671,1,0
3,06056787,1,1
3,06056814,1,0
3,06056825,1,1
3,06056844,1,0
3,06056902,1,1
3,06056929,1,0
3,06057008,1,1
3,06057043,1,0
3,06057096,1,1
3,06057146,1,0
3,06057155,1,1
3,06057166,1,0
3,06057243,1,1
3,06057277,1,0
3,06057341,1,1
3,06057403,1,0
3,06057461,1,1
3,06057505,1,0
3,06057575,1,1
3,06057637,1,0
3,06057711,1,1
3,06057734,1,0
3,06057744,1,1
3,06057755,1,0
3,06057834,1,1
3,06057886,1,0
3,06057896,1,1
3,06057905,1,0
3,0605791,1,1
3,06057929,1,0
3,06057991,1,1
3,0605807,1,0
3,06058079,1,1
3,060581,1,0
3,06058108,1,1
3,06058129,1,0
3,06058165,1,1
3,06058214,1,0
3,06058225,1,1
3,06058243,1,0
3,06058295,1,1
3,06058377,1,0
3,06058388,1,1
3,06058397,1,0
3,06058402,1,1
3,06058428,1,0
3,06058484,1,1
3,06058545,1,0
3,06058642,1,1
3,06058676,1,0
3,06058744,1,1
3,06058793,1,0
3,06058859,1,1
3,0605888,1,0
3,06058893,1,1
3,06058913,1,0
3,06058959,1,1
3,06059026,1,0
3,06059076,1,1
3,06059096,1,0
3,06059174,1,1
3,06059227,1,0
3,06059343,1,1
3,06059367,1,0
3,06059378,1,1
3,06059402,1,0
3,0605946,1,1
3,06059495,1,0
3,06059559,1,1
3,06059627,1,0
3,06062364,1,1
3,06062411,1,0
3,0606243,1,1
3,06062443,1,0
3,06062508,1,1
3,06062528,1,0
3,0606254,1,1
3,06062553,1,0
3,0606256,1,1
3,06062575,1,0
3,06062585,1,1
3,06062593,1,0
3,06062607,1,1
3,06062625,1,0
3,06062633,1,1
3,06062643,1,0
3,06062656,1,1
3,06062668,1,0
3,06062675,1,1
3,06062684,1,0
3,06062691,1,1
3,06062694,0,1
3,06062707,0,0
3,06062715,0,1
3,06062725,0,0
3,06062738,0,1
3,06062756,0,0
3,06062764,0,1
3,06062774,0,0
3,06062781,0,1
3,06062791,0,0
3,06062803,0,1
3,06062821,0,0
3,06062831,0,1
3,0606284,0,0
3,06062854,0,1
3,06062865,0,0
3,06062873,0,1
3,06062881,0,0
3,06062889,0,1
3,06062905,0,0
3,06062922,0,1
3,06062932,0,0
3,06062939,0,1
3,06062955,0,0
3,06062972,0,1
3,06062989,0,0
3,06063005,0,1
3,06063022,0,0
3,06063039,0,1
3,06063055,0,0
3,06063072,0,1
3,06063089,0,0
3,06063105,0,1
3,06063122,0,0
3,06063131,0,1
3,06063139,0,0
3,06063155,0,1
3,06063165,0,0
3,06063173,0,1
3,06063189,0,0
3,06063198,0,1
3,06063206,0,0
3,06063222,0,1
3,06063231,0,0
3,06063239,0,1
3,06063255,0,0
3,06063265,0,1
3,06063273,0,0
3,06063281,0,1
3,06063289,0,0
3,06063298,0,1
3,06063306,0,0
3,06063315,0,1
3,06063323,0,0
3,06063339,0,1
3,06063355,0,0
3,06063365,0,1
3,06063373,0,0
3,06063389,0,1
3,06063398,0,0
3,06063406,0,1
3,06063422,0,0
3,06063439,0,1
3,06063455,0,0
3,06063472,0,1
3,06063481,0,0
3,06063489,0,1
3,06063498,0,0
3,06063506,0,1
3,06063515,0,0
3,06063523,0,1
3,06063531,0,0
3,0606354,0,1
3,06063548,0,0
3,06063556,0,1
3,06063571,0,0
3,06063582,0,1
3,06063589,0,0
3,06063598,0,1
3,06063607,0,0
3,06063614,0,1
3,06063623,0,0
3,06063631,0,1
3,0606364,0,0
3,06063647,0,1
3,06063657,0,0
3,06063669,0,1
3,06063688,0,0
3,06063704,0,1
3,06063722,0,0
3,06063737,0,1
3,0606375,0,0
3,06063757,0,1
3,06063772,0,0
3,06063782,0,1
3,06063791,0,0
3,06063799,0,1
3,06063809,0,0
3,06063822,0,1
3,06063835,0,0
3,06063841,0,1
3,06063857,0,0
3,06063873,0,1
3,06063886,0,0
3,06063893,0,1
3,06063907,0,0
3,06063918,0,1
3,06063927,0,0
3,06063934,0,1
3,06063944,0,0
3,06063951,0,1
3,06063961,0,0
3,06063969,0,1
3,0606398,0,0
3,06063991,0,1
3,06064004,0,0
3,06064078,1,0
3,07446368,1,1
3,07446433,1,0
3,0744645,1,1
3,07446468,1,0
3,07446524,1,1
3,0744656,1,0
3,07446566,1,1
3,0744658,1,0
3,07446599,1,1
3,07446613,1,0
3,07446629,1,1
3,07446647,1,0
3,07446662,1,1
3,07446675,1,0
3,0744668,1,1
3,07446696,1,0
3,07446711,1,1
3,07446729,1,0
3,07446737,1,1
3,07446747,1,0
3,07446754,1,1
3,07446761,0,1
3,07446763,0,0
3,07446777,0,1
3,07446788,0,0
3,07446795,0,1
3,07446805,0,0
3,07446811,0,1
3,07446821,0,0
3,07446828,0,1
3,07446844,0,0
3,07446853,0,1
3,07446862,0,0
3,07446875,0,1
3,07446893,0,0
3,07446909,0,1
3,07446926,0,0
3,07446943,0,1
3,07446959,0,0
3,07446977,0,1
3,07446993,0,0
3,0744701,0,1
3,0744702,0,0
3,07447028,0,1
3,07447036,0,0
3,07447045,0,1
3,07447059,0,0
3,07447077,0,1
3,07447087,0,0
3,07447094,0,1
3,0744711,0,0
3,07447127,0,1
3,07447144,0,0
3,07447153,0,1
3,07447161,0,0
3,07447177,0,1
3,07447194,0,0
3,07447211,0,1
3,07447227,0,0
3,07447236,0,1
3,07447244,0,0
3,07447253,0,1
3,07447261,0,0
3,07447269,0,1
3,07447278,0,0
3,07447293,0,1
3,07447303,0,0
3,07447311,0,1
3,07447319,0,0
3,07447328,0,1
3,07447343,0,0
3,07447353,0,1
3,07447361,0,0
3,07447377,0,1
3,07447394,0,0
3,07447411,0,1
3,0744742,0,0
3,07447427,0,1
3,07447443,0,0
3,07447461,0,1
3,07447469,0,0
3,07447478,0,1
3,07447486,0,0
3,07447494,0,1
3,0744751,0,0
3,0744752,0,1
3,07447528,0,0
3,07447536,0,1
3,07447545,0,0
3,07447553,0,1
3,07447561,0,0
3,07447577,0,1
3,07447587,0,0
3,07447594,0,1
3,07447603,0,0
3,07447611,0,1
3,07447619,0,0
3,07447628,0,1
3,07447636,0,0
3,07447645,0,1
3,07447659,0,0
3,07447677,0,1
3,07447693,0,0
3,0744771,0,1
3,07447727,0,0
3,07447743,0,1
3,07447753,0,0
3,07447761,0,1
3,0744777,0,0
3,07447778,0,1
3,07447786,0,0
3,07447794,0,1
3,07447808,0,0
3,0744782,0,1
3,07447828,0,0
3,07447841,0,1
3,07447859,0,0
3,07447869,0,1
3,07447879,0,0
3,07447891,0,1
3,0744791,0,0
3,07447919,0,1
3,07447929,0,0
3,07447937,0,1
3,07447946,0,0
3,07447953,0,1
3,07447963,0,0
3,07447976,0,1
3,07447989,0,0
3,07447996,0,1
3,07448006,0,0
3,07448013,0,1
3,07448028,0,0
3,07448037,0,1
3,07448047,0,0
3,07448054,0,1
3,07448065,0,0
3,07448077,0,1
3,07448096,0,0
3,07448112,0,1
3,0744813,0,0
3,07448139,0,1
3,07448149,0,0
3,07448155,0,1
3,07448165,0,0
3,07448173,0,1
3,07448182,0,0
3,07448189,0,1
3,07448199,0,0
3,07448213,0,1
3,07448223,0,0
3,07448231,0,1
3,07448264,0,0
3,07448274,0,1
3,07448285,0,0
3,0744829,0,1
3,07448315,0,0
3,07448337,1,0
3,07448366,1,1
3,07448405,1,0
3,07448414,1,1
3,07448447,1,0
3,07448516,1,1
3,07448551,1,0
3,07448617,1,1
3,07448732,1,0
3,07451633,1,1
3,07451667,1,0
3,0745168,1,1
3,0745171,1,0
3,07451897,1,1
3,07451983,1,0
3,07451992,1,1
3,07452018,1,0
3,07452031,1,1
3,0745205,1,0
3,07452063,1,1
3,07452083,1,0
3,07452116,1,1
3,07452149,1,0
3,07452183,1,1
3,07452199,1,0
3,07452208,1,1
3,07452219,1,0
3,07452223,1,1
3,07452237,1,0
3,07452247,1,1
3,07452264,1,0
3,07452298,1,1
3,07452342,1,0
3,0745235,1,1
3,07452364,1,0
3,07452416,1,1
3,07452451,1,0
3,07452463,1,1
3,0745249,1,0
3,0745253,1,1
3,07452569,1,0
3,0745258,1,1
3,07452607,1,0
3,07452619,1,1
3,07452631,1,0
3,07452648,1,1
3,07452667,1,0
3,07452676,1,1
3,074527,1,0
3,07452848,1,1
3,07452899,1,0
3,0745291,1,1
3,07452942,1,0
3,07452998,1,1
3,07453034,1,0
3,07453116,1,1
3,07453166,1,0
3,07453249,1,1
3,07453316,1,0
3,07453326,1,1
3,07453353,1,0
3,07453399,1,1
3,07453482,1,0
3,07453548,1,1
3,07453587,1,0
3,074536,1,1
3,07453625,1,0
3,07453698,1,1
3,07453721,1,0
3,07453814,1,1
3,07453853,1,0
3,07453865,1,1
3,07453965,1,0
3,07454033,1,1
3,07454102,1,0
3,07455201,1,1
3,07455316,1,0
3,08049064,1,1
3,08049105,1,0
3,08049545,1,1
3,08049563,1,0
3,08049777,1,1
3,08049796,1,0
3,08049811,1,1
3,08049829,1,0
3,08049996,1,1
3,08050038,1,0
3,08050096,1,1
3,08050129,1,0
3,0805014,1,1
3,08050169,1,0
3,08050183,1,1
3,08050193,1,0
3,08050227,1,1
3,08050246,1,0
3,08050257,1,1
3,08050277,1,0
3,08050342,1,1
3,08050392,1,0
3,08050444,1,1
3,08050512,1,0
3,08050523,1,1
3,08050544,1,0
3,08050627,1,1
3,0805066,1,0
3,08050743,1,1
3,08050775,1,0
3,08050851,1,1
3,08050891,1,0
3,08050959,1,1
3,08050994,1,0
3,08051044,1,1
3,08051094,1,0
3,08051112,1,1
3,08051123,1,0
3,08051177,1,1
3,08051229,1,0
3,08051243,1,1
3,08051254,1,0
3,08051309,1,1
3,08051344,1,0
3,08051441,1,1
3,08051462,1,0
3,08051531,1,1
3,08051578,1,0
3,08051592,1,1
3,08051605,1,0
3,08051668,1,1
3,08051729,1,0
3,08051793,1,1
3,0805183,1,0
3,08051893,1,1
3,08051977,1,0
3,08051992,1,1
3,08052026,1,0
3,08052109,1,1
3,08052129,1,0
3,08052192,1,1
3,08052227,1,0
3,08052237,1,1
3,08052274,1,0
3,08052303,1,1
3,08052393,1,0
3,08052463,1,1
3,08052496,1,0
3,08052546,1,1
3,08052566,1,0
3,08052576,1,1
3,08052595,1,0
3,08052679,1,1
3,08052702,1,0
3,08052777,1,1
3,08052798,1,0
3,08052807,1,1
3,08052826,1,0
3,08052891,1,1
3,0805293,1,0
3,08052979,1,1
3,08053061,1,0
3,08056161,1,1
3,08056193,1,0
3,08056203,1,1
3,08056213,1,0
3,08056226,1,1
3,08056238,1,0
3,08056247,1,1
3,08056259,1,0
3,08056274,1,1
3,08056285,1,0
3,08056291,1,1
3,08056303,1,0
3,08056309,1,1
3,08056319,1,0
3,08056325,1,1
3,08056341,1,0
3,08056357,1,1
3,08056374,1,0
3,08056382,1,1
3,08056392,1,0
3,08056399,1,1
3,08056409,1,0
3,08056422,1,1
3,08056423,0,1
3,0805644,0,0
3,08056448,0,1
3,08056458,0,0
3,08056465,0,1
3,08056474,0,0
3,08056481,0,1
3,08056491,0,0
3,08056504,0,1
3,08056515,0,0
3,08056523,0,1
3,08056532,0,0
3,08056539,0,1
3,08056555,0,0
3,08056564,0,1
3,08056573,0,0
3,08056581,0,1
3,08056589,0,0
3,08056597,0,1
3,08056606,0,0
3,08056621,0,1
3,08056638,0,0
3,08056648,0,1
3,08056656,0,0
3,08056664,0,1
3,08056673,0,0
3,08056688,0,1
3,08056705,0,0
3,08056722,0,1
3,08056731,0,0
3,08056739,0,1
3,08056755,0,0
3,08056772,0,1
3,08056781,0,0
3,08056789,0,1
3,08056805,0,0
3,08056822,0,1
3,08056831,0,0
3,08056839,0,1
3,08056848,0,0
3,08056856,0,1
3,08056864,0,0
3,08056873,0,1
3,08056889,0,0
3,08056898,0,1
3,08056906,0,0
3,08056914,0,1
3,08056923,0,0
3,08056938,0,1
3,08056948,0,0
3,08056956,0,1
3,08056972,0,0
3,08056989,0,1
3,08056998,0,0
3,08057006,0,1
3,08057022,0,0
3,08057031,0,1
3,08057039,0,0
3,08057047,0,1
3,08057056,0,0
3,08057064,0,1
3,08057073,0,0
3,08057081,0,1
3,08057089,0,0
3,08057105,0,1
3,08057115,0,0
3,08057123,0,1
3,08057131,0,0
3,08057139,0,1
3,08057155,0,0
3,08057172,0,1
3,08057181,0,0
3,08057189,0,1
3,08057205,0,0
3,08057222,0,1
3,08057231,0,0
3,08057239,0,1
3,08057255,0,0
3,08057272,0,1
